 STATION,Station_name,DATE,LATITUDE,LONGITUDE,Elevation,temperature,temperature_Measurement_Code,temperature_Quality_Code,temperature_Report_Type,temperature_Source_Code,temperature_Source_Station_ID,dew_point_temperature,dew_point_temperature_Measurement_Code,dew_point_temperature_Quality_Code,dew_point_temperature_Report_Type,dew_point_temperature_Source_Code,dew_point_temperature_Source_Station_ID,station_level_pressure,station_level_pressure_Measurement_Code,station_level_pressure_Quality_Code,station_level_pressure_Report_Type,station_level_pressure_Source_Code,station_level_pressure_Source_Station_ID,sea_level_pressure,sea_level_pressure_Measurement_Code,sea_level_pressure_Quality_Code,sea_level_pressure_Report_Type,sea_level_pressure_Source_Code,sea_level_pressure_Source_Station_ID,wind_direction,wind_direction_Measurement_Code,wind_direction_Quality_Code,wind_direction_Report_Type,wind_direction_Source_Code,wind_direction_Source_Station_ID,wind_speed,wind_speed_Measurement_Code,wind_speed_Quality_Code,wind_speed_Report_Type,wind_speed_Source_Code,wind_speed_Source_Station_ID,wind_gust,wind_gust_Measurement_Code,wind_gust_Quality_Code,wind_gust_Report_Type,wind_gust_Source_Code,wind_gust_Source_Station_ID,precipitation,precipitation_Measurement_Code,precipitation_Quality_Code,precipitation_Report_Type,precipitation_Source_Code,precipitation_Source_Station_ID,relative_humidity,relative_humidity_Measurement_Code,relative_humidity_Quality_Code,relative_humidity_Report_Type,relative_humidity_Source_Code,relative_humidity_Source_Station_ID,wet_bulb_temperature,wet_bulb_temperature_Measurement_Code,wet_bulb_temperature_Quality_Code,wet_bulb_temperature_Report_Type,wet_bulb_temperature_Source_Code,wet_bulb_temperature_Source_Station_ID,pres_wx_MW1,pres_wx_MW1_Measurement_Code,pres_wx_MW1_Quality_Code,pres_wx_MW1_Report_Type,pres_wx_MW1_Source_Code,pres_wx_MW1_Source_Station_ID,pres_wx_MW2,pres_wx_MW2_Measurement_Code,pres_wx_MW2_Quality_Code,pres_wx_MW2_Report_Type,pres_wx_MW2_Source_Code,pres_wx_MW2_Source_Station_ID,pres_wx_MW3,pres_wx_MW3_Measurement_Code,pres_wx_MW3_Quality_Code,pres_wx_MW3_Report_Type,pres_wx_MW3_Source_Code,pres_wx_MW3_Source_Station_ID,pres_wx_AU1,pres_wx_AU1_Measurement_Code,pres_wx_AU1_Quality_Code,pres_wx_AU1_Report_Type,pres_wx_AU1_Source_Code,pres_wx_AU1_Source_Station_ID,pres_wx_AU2,pres_wx_AU2_Measurement_Code,pres_wx_AU2_Quality_Code,pres_wx_AU2_Report_Type,pres_wx_AU2_Source_Code,pres_wx_AU2_Source_Station_ID,pres_wx_AU3,pres_wx_AU3_Measurement_Code,pres_wx_AU3_Quality_Code,pres_wx_AU3_Report_Type,pres_wx_AU3_Source_Code,pres_wx_AU3_Source_Station_ID,pres_wx_AW1,pres_wx_AW1_Measurement_Code,pres_wx_AW1_Quality_Code,pres_wx_AW1_Report_Type,pres_wx_AW1_Source_Code,pres_wx_AW1_Source_Station_ID,pres_wx_AW2,pres_wx_AW2_Measurement_Code,pres_wx_AW2_Quality_Code,pres_wx_AW2_Report_Type,pres_wx_AW2_Source_Code,pres_wx_AW2_Source_Station_ID,pres_wx_AW3,pres_wx_AW3_Measurement_Code,pres_wx_AW3_Quality_Code,pres_wx_AW3_Report_Type,pres_wx_AW3_Source_Code,pres_wx_AW3_Source_Station_ID,snow_depth,snow_depth_Measurement_Code,snow_depth_Quality_Code,snow_depth_Report_Type,snow_depth_Source_Code,snow_depth_Source_Station_ID,visibility,visibility_Measurement_Code,visibility_Quality_Code,visibility_Report_Type,visibility_Source_Code,visibility_Source_Station_ID,altimeter,altimeter_Measurement_Code,altimeter_Quality_Code,altimeter_Report_Type,altimeter_Source_Code,altimeter_Source_Station_ID,pressure_3hr_change,pressure_3hr_change_Measurement_Code,pressure_3hr_change_Quality_Code,pressure_3hr_change_Report_Type,pressure_3hr_change_Source_Code,pressure_3hr_change_Source_Station_ID,sky_cover_1,sky_cover_1_Measurement_Code,sky_cover_1_Quality_Code,sky_cover_1_Report_Type,sky_cover_1_Source_Code,sky_cover_1_Source_Station_ID,sky_cover_baseht_1,sky_cover_baseht_1_Measurement_Code,sky_cover_baseht_1_Quality_Code,sky_cover_baseht_1_Report_Type,sky_cover_baseht_1_Source_Code,sky_cover_baseht_1_Source_Station_ID,sky_cover_2,sky_cover_2_Measurement_Code,sky_cover_2_Quality_Code,sky_cover_2_Report_Type,sky_cover_2_Source_Code,sky_cover_2_Source_Station_ID,sky_cover_baseht_2,sky_cover_baseht_2_Measurement_Code,sky_cover_baseht_2_Quality_Code,sky_cover_baseht_2_Report_Type,sky_cover_baseht_2_Source_Code,sky_cover_baseht_2_Source_Station_ID,sky_cover_3,sky_cover_3_Measurement_Code,sky_cover_3_Quality_Code,sky_cover_3_Report_Type,sky_cover_3_Source_Code,sky_cover_3_Source_Station_ID,sky_cover_baseht_3,sky_cover_baseht_3_Measurement_Code,sky_cover_baseht_3_Quality_Code,sky_cover_baseht_3_Report_Type,sky_cover_baseht_3_Source_Code,sky_cover_baseht_3_Source_Station_ID,precipitation_3_hour,precipitation_3_hour_Measurement_Code,precipitation_3_hour_Quality_Code,precipitation_3_hour_Report_Type,precipitation_3_hour_Source_Code,precipitation_3_hour_Source_Station_ID,precipitation_6_hour,precipitation_6_hour_Measurement_Code,precipitation_6_hour_Quality_Code,precipitation_6_hour_Report_Type,precipitation_6_hour_Source_Code,precipitation_6_hour_Source_Station_ID,precipitation_9_hour,precipitation_9_hour_Measurement_Code,precipitation_9_hour_Quality_Code,precipitation_9_hour_Report_Type,precipitation_9_hour_Source_Code,precipitation_9_hour_Source_Station_ID,precipitation_12_hour,precipitation_12_hour_Measurement_Code,precipitation_12_hour_Quality_Code,precipitation_12_hour_Report_Type,precipitation_12_hour_Source_Code,precipitation_12_hour_Source_Station_ID,precipitation_15_hour,precipitation_15_hour_Measurement_Code,precipitation_15_hour_Quality_Code,precipitation_15_hour_Report_Type,precipitation_15_hour_Source_Code,precipitation_15_hour_Source_Station_ID,precipitation_18_hour,precipitation_18_hour_Measurement_Code,precipitation_18_hour_Quality_Code,precipitation_18_hour_Report_Type,precipitation_18_hour_Source_Code,precipitation_18_hour_Source_Station_ID,precipitation_21_hour,precipitation_21_hour_Measurement_Code,precipitation_21_hour_Quality_Code,precipitation_21_hour_Report_Type,precipitation_21_hour_Source_Code,precipitation_21_hour_Source_Station_ID,precipitation_24_hour,precipitation_24_hour_Measurement_Code,precipitation_24_hour_Quality_Code,precipitation_24_hour_Report_Type,precipitation_24_hour_Source_Code,precipitation_24_hour_Source_Station_ID,remarks,remarks_Measurement_Code,remarks_Quality_Code,remarks_Report_Type,remarks_Source_Code,remarks_Source_Station_ID
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T06:00:00,-6.18,106.83,8.0,34.0,,1,FM12-SYNOP,220,WMO-96745,20.5,,1,FM12-SYNOP,220,WMO-96745,1007.4,,1,FM12-SYNOP,220,WMO-96745,1007.9,,1,FM12-SYNOP,220,WMO-96745,300.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,1.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,45.0,Derived,,FM12-SYNOP,220,WMO-96745,24.6,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-2.1,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 53002 10340 20205 30074 40079 57021 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T09:00:00,-6.18,106.83,8.0,32.4,,1,FM12-SYNOP,220,WMO-96745,19.9,,1,FM12-SYNOP,220,WMO-96745,1006.0,,1,FM12-SYNOP,220,WMO-96745,1006.5,,1,FM12-SYNOP,220,WMO-96745,250.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,1.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,48.0,Derived,,FM12-SYNOP,220,WMO-96745,23.9,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.4,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 62502 10324 20199 30060 40065 56014 83521 333 56000 83620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T12:00:00,-6.18,106.83,8.0,30.6,,1,FM12-SYNOP,220,WMO-96745,22.0,,1,FM12-SYNOP,220,WMO-96745,1008.5,,1,FM12-SYNOP,220,WMO-96745,1009.0,,1,FM12-SYNOP,220,WMO-96745,240.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,3.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,60.0,Derived,,FM12-SYNOP,220,WMO-96745,24.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,2.5,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 32556 62406 10306 20220 30085 40090 53025 83521 333 10346 56000 58001 83620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T15:00:00,-6.18,106.83,8.0,29.8,,1,FM12-SYNOP,220,WMO-96745,22.6,,1,FM12-SYNOP,220,WMO-96745,1010.2,,1,FM12-SYNOP,220,WMO-96745,1010.7,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,65.0,Derived,,FM12-SYNOP,220,WMO-96745,24.9,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.7,1-Incr-the,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 60000 10298 20226 30102 40107 51017 83521 333 56000 83620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T18:00:00,-6.18,106.83,8.0,28.6,,1,FM12-SYNOP,220,WMO-96745,22.8,,1,FM12-SYNOP,220,WMO-96745,1009.0,,1,FM12-SYNOP,220,WMO-96745,1009.5,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,71.0,Derived,,FM12-SYNOP,220,WMO-96745,24.5,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.2,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 60000 10286 20228 30090 40095 57012 83521 333 56000 83620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T21:00:00,-6.18,106.83,8.0,28.0,,1,FM12-SYNOP,220,WMO-96745,23.3,,1,FM12-SYNOP,220,WMO-96745,1008.0,,1,FM12-SYNOP,220,WMO-96745,1008.5,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,76.0,Derived,,FM12-SYNOP,220,WMO-96745,24.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.0,8-Steady-o,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 60000 10280 20233 30080 40085 58010 83521 333 56000 83620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T00:00:00,-6.18,106.83,8.0,27.8,,1,FM12-SYNOP,220,WMO-96745,24.0,,1,FM12-SYNOP,220,WMO-96745,1009.7,,1,FM12-SYNOP,220,WMO-96745,1010.2,,1,FM12-SYNOP,220,WMO-96745,220.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,80.0,Derived,,FM12-SYNOP,220,WMO-96745,25.0,Derived,,FM12-SYNOP,220,WMO-96745,HZ:05,HZ:05-Haze,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.7,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10696745 31556 52204 10278 20240 30097 40102 53017 70522 82521 333 20260 50400 55021 56000 58002 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T03:00:00,-6.18,106.83,8.0,33.0,,1,FM12-SYNOP,220,WMO-96745,22.8,,1,FM12-SYNOP,220,WMO-96745,1010.0,,1,FM12-SYNOP,220,WMO-96745,1010.5,,1,FM12-SYNOP,220,WMO-96745,250.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,55.0,Derived,,FM12-SYNOP,220,WMO-96745,25.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,0.3,None,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 42504 10330 20228 30100 40105 50003 82521 333 56000 82620 83460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T06:00:00,-6.18,106.83,8.0,31.4,,1,FM12-SYNOP,220,WMO-96745,23.2,,1,FM12-SYNOP,220,WMO-96745,1008.1,,1,FM12-SYNOP,220,WMO-96745,1008.6,,1,FM12-SYNOP,220,WMO-96745,320.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,62.0,Derived,,FM12-SYNOP,220,WMO-96745,25.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.9,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 53204 10314 20232 30081 40086 56019 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T09:00:00,-6.18,106.83,8.0,26.6,,1,FM12-SYNOP,220,WMO-96745,23.9,,1,FM12-SYNOP,220,WMO-96745,1007.2,,1,FM12-SYNOP,220,WMO-96745,1007.7,,1,FM12-SYNOP,220,WMO-96745,200.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,1.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,85.0,Derived,,FM12-SYNOP,220,WMO-96745,24.7,Derived,,FM12-SYNOP,220,WMO-96745,RA:61,RA:61-Rain,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.9,"5-Decr,-th",1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+00570,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,8.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 21457 72002 10266 20239 30072 40077 55009 76196 84521 333 56000 60087 84619 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T12:00:00,-6.18,106.83,8.0,27.0,,1,FM12-SYNOP,220,WMO-96745,25.1,,1,FM12-SYNOP,220,WMO-96745,1008.3,,1,FM12-SYNOP,220,WMO-96745,1008.8,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,89.0,Derived,,FM12-SYNOP,220,WMO-96745,25.6,Derived,,FM12-SYNOP,220,WMO-96745,01,01-Clouds,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.1,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00570,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,1.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,9.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10696745 01456 60000 10270 20251 30083 40088 53011 60091 70196 83571 333 10342 56600 59002 60017 83619 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T15:00:00,-6.18,106.83,8.0,26.8,,1,FM12-SYNOP,220,WMO-96745,24.9,,1,FM12-SYNOP,220,WMO-96745,1009.3,,1,FM12-SYNOP,220,WMO-96745,1009.8,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,89.0,Derived,,FM12-SYNOP,220,WMO-96745,25.5,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.0,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 50000 10268 20249 30093 40098 53010 82521 333 56000 82620 85460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T18:00:00,-6.18,106.83,8.0,26.4,,1,FM12-SYNOP,220,WMO-96745,24.8,,1,FM12-SYNOP,220,WMO-96745,1008.9,,1,FM12-SYNOP,220,WMO-96745,1009.4,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,91.0,Derived,,FM12-SYNOP,220,WMO-96745,25.5,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.4,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 50000 10264 20248 30089 40094 57004 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-05T21:00:00,-6.18,106.83,8.0,25.6,,1,FM12-SYNOP,220,WMO-96745,23.1,,1,FM12-SYNOP,220,WMO-96745,1007.8,,1,FM12-SYNOP,220,WMO-96745,1008.3,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,86.0,Derived,,FM12-SYNOP,220,WMO-96745,24.0,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.1,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:01,01-One-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32550 50000 10256 20231 30078 40083 56011 81521 333 56000 81620 83460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-06T00:00:00,-6.18,106.83,8.0,26.0,,1,FM12-SYNOP,220,WMO-96745,22.9,,1,FM12-SYNOP,220,WMO-96745,1009.2,,1,FM12-SYNOP,220,WMO-96745,1009.7,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,83.0,Derived,,FM12-SYNOP,220,WMO-96745,23.8,Derived,,FM12-SYNOP,220,WMO-96745,HZ:05,HZ:05-Haze,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.4,1-Incr-the,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:05,05-Five-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,9.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3-Measurab,1,FM12-SYNOP,220,WMO-96745,SYN11896745 01556 60000 10260 20229 30092 40097 51014 60184 70562 82521 333 20252 50500 55034 56000 59005 60097 82620 85460=,,F,,220,WMO-96745
